"","","","edge_btw"
"4709","Kentavious Caldwell-Pope","Isaac Bonga","45.8303099328077"
"4710","Kentavious Caldwell-Pope","Andre Ingram","26.9751191047354"
"4711","Kentavious Caldwell-Pope","Julius Randle","30.7410665714565"
"4712","Kentavious Caldwell-Pope","Corey Brewer","51.1528127601133"
"4713","Kentavious Caldwell-Pope","Luol Deng","33.8253291669701"
"4714","Kentavious Caldwell-Pope","Andrew Bogut","28.5457258782983"
"4715","Kentavious Caldwell-Pope","Thomas Bryant","35.0490485520531"
"4716","Kentavious Caldwell-Pope","Andre Drummond","26.4028961388849"
"4717","Kentavious Caldwell-Pope","Reggie Jackson","31.7255739173056"
"4718","Kentavious Caldwell-Pope","Reggie Bullock","29.9373109843783"
"4719","Kentavious Caldwell-Pope","Ish Smith","41.4129750631566"
"4720","Kentavious Caldwell-Pope","Stanley Johnson","28.5282113566403"
"4721","Kentavious Caldwell-Pope","Henry Ellenson","34.7878969062407"
"4722","Kentavious Caldwell-Pope","Jon Leuer","40.3081726061448"
"4723","Kentavious Caldwell-Pope","Spencer Dinwiddie","43.1085899435652"
"4724","Kentavious Caldwell-Pope","Jodie Meeks","54.4598808653099"
"4725","Kentavious Caldwell-Pope","Anthony Tolliver","49.0907457687427"
"4726","Kentavious Caldwell-Pope","D.J. Augustin","76.4056021978013"
"4727","Kentavious Caldwell-Pope","Greg Monroe","53.4907225415732"
"4728","Kentavious Caldwell-Pope","Jonas Jerebko","67.5198559311414"
"4729","Lonzo Ball","Alex Caruso","1"
"4730","Lonzo Ball","Rajon Rondo","61.6103050649556"
"4731","Lonzo Ball","Ivica Zubac","4.15885900160855"
"4732","Lonzo Ball","Josh Hart","1"
"4733","Lonzo Ball","Lance Stephenson","63.532084635927"
"4734","Lonzo Ball","Michael Beasley","54.7578713236095"
"4735","Lonzo Ball","Johnathan Williams","6.0655261139435"
"4736","Lonzo Ball","Moritz Wagner","6.0655261139435"
"4737","Lonzo Ball","Jemerrio Jones","6.0655261139435"
"4738","Lonzo Ball","Svi Mykhailiuk","6.0655261139435"
"4739","Lonzo Ball","Scott Machado","16.1890615261929"
"4740","Lonzo Ball","Isaac Bonga","6.0655261139435"
"4741","Lonzo Ball","Andre Ingram","1"
"4742","Lonzo Ball","Julius Randle","21.3707133470434"
"4743","Lonzo Ball","Corey Brewer","61.2954740061096"
"4744","Lonzo Ball","Luol Deng","44.926791026926"
"4745","Lonzo Ball","Andrew Bogut","44.1506266224771"
"4746","Lonzo Ball","Thomas Bryant","20.7521402422425"
"4747","Alex Caruso","Rajon Rondo","61.6103050649556"
"4748","Alex Caruso","Ivica Zubac","4.15885900160855"
"4749","Alex Caruso","Josh Hart","1"
"4750","Alex Caruso","Lance Stephenson","63.532084635927"
"4751","Alex Caruso","Michael Beasley","54.7578713236095"
"4752","Alex Caruso","Johnathan Williams","6.0655261139435"
"4753","Alex Caruso","Moritz Wagner","6.0655261139435"
"4754","Alex Caruso","Jemerrio Jones","6.0655261139435"
"4755","Alex Caruso","Svi Mykhailiuk","6.0655261139435"
"4756","Alex Caruso","Scott Machado","16.1890615261929"
"4757","Alex Caruso","Isaac Bonga","6.0655261139435"
"4758","Alex Caruso","Andre Ingram","1"
"4759","Alex Caruso","Julius Randle","21.3707133470434"
"4760","Alex Caruso","Corey Brewer","61.2954740061096"
"4761","Alex Caruso","Luol Deng","44.926791026926"
"4762","Alex Caruso","Andrew Bogut","44.1506266224771"
"4763","Alex Caruso","Thomas Bryant","20.7521402422425"
"4764","Rajon Rondo","Ivica Zubac","47.3081962450096"
"4765","Rajon Rondo","Josh Hart","61.6103050649556"
"4766","Rajon Rondo","Lance Stephenson","25.6499852802918"
"4767","Rajon Rondo","Michael Beasley","34.2425404042783"
"4768","Rajon Rondo","Johnathan Williams","97.527914591402"
"4769","Rajon Rondo","Moritz Wagner","97.527914591402"
"4770","Rajon Rondo","Jemerrio Jones","97.527914591402"
"4771","Rajon Rondo","Svi Mykhailiuk","97.527914591402"
"4772","Rajon Rondo","Scott Machado","47.7903010922793"
"4773","Rajon Rondo","Isaac Bonga","97.527914591402"
"4774","Rajon Rondo","Andre Ingram","61.6103050649556"
"4775","Rajon Rondo","Anthony Davis","31.3233422921674"
"4776","Rajon Rondo","Jrue Holiday","28.2231218673329"
"4777","Rajon Rondo","E'Twaun Moore","26.2684701450766"
"4778","Rajon Rondo","Darius Miller","42.7146084684075"
"4779","Rajon Rondo","Ian Clark","51.5618238757515"
"4780","Rajon Rondo","Cheick Diallo","41.4886024692341"
"4781","Rajon Rondo","Solomon Hill","37.233673410542"
"4782","Rajon Rondo","Dante Cunningham","42.094716363003"
"4783","Rajon Rondo","DeMarcus Cousins","37.8018923439479"
"4784","Rajon Rondo","Jerian Grant","87.5173897968533"
"4785","Rajon Rondo","Doug McDermott","41.6575132414177"
"4786","Rajon Rondo","Nikola Mirotic","41.7848993269792"
"4787","Rajon Rondo","Michael Carter-Williams","66.789571131846"
"4788","Rajon Rondo","Isaiah Canaan","59.8109583581892"
"4789","Rajon Rondo","Jimmy Butler","41.0594182208715"
"4790","Rajon Rondo","Taj Gibson","40.7877656612442"
"4791","Rajon Rondo","Darren Collison","39.9415466646896"
"4792","Rajon Rondo","Rudy Gay","63.4808515557719"
"4793","Rajon Rondo","Marco Belinelli","75.7978010000733"
"4794","Rajon Rondo","Quincy Acy","69.3857861926803"
"4795","Rajon Rondo","Eric Moreland","66.5245571135129"
"4796","Rajon Rondo","Dwight Powell","97.0349180098851"
"4797","Rajon Rondo","Jeff Green","49.6937957117219"
"4798","Rajon Rondo","Jerryd Bayless","63.0683609523116"
"4799","Rajon Rondo","Gerald Green","44.1157920718389"
"4800","Ivica Zubac","Josh Hart","4.15885900160855"
"4801","Ivica Zubac","Lance Stephenson","57.0014103232313"
"4802","Ivica Zubac","Michael Beasley","46.0259090589861"
"4803","Ivica Zubac","Johnathan Williams","13.6746849528684"
"4804","Ivica Zubac","Moritz Wagner","13.6746849528684"
"4805","Ivica Zubac","Jemerrio Jones","13.6746849528684"
"4806","Ivica Zubac","Svi Mykhailiuk","13.6746849528684"
"4807","Ivica Zubac","Scott Machado","18.274655568472"
"4808","Ivica Zubac","Isaac Bonga","13.6746849528684"
"4809","Ivica Zubac","Andre Ingram","4.15885900160855"
"4810","Ivica Zubac","Julius Randle","15.2922114727433"
"4811","Ivica Zubac","Corey Brewer","52.3194535936097"
"4812","Ivica Zubac","Luol Deng","36.276966360848"
"4813","Ivica Zubac","Andrew Bogut","36.2557259371457"
"4814","Ivica Zubac","Thomas Bryant","22.1431828814305"
"4815","Ivica Zubac","D'Angelo Russell","36.3181512283742"
"4816","Ivica Zubac","Nick Young","59.1495864474251"
"4817","Ivica Zubac","Jose Calderon","54.4225158797677"
"4818","Josh Hart","Lance Stephenson","63.532084635927"
"4819","Josh Hart","Michael Beasley","54.7578713236095"
"4820","Josh Hart","Johnathan Williams","6.0655261139435"
"4821","Josh Hart","Moritz Wagner","6.0655261139435"
"4822","Josh Hart","Jemerrio Jones","6.0655261139435"
"4823","Josh Hart","Svi Mykhailiuk","6.0655261139435"
"4824","Josh Hart","Scott Machado","16.1890615261929"
"4825","Josh Hart","Isaac Bonga","6.0655261139435"
"4826","Josh Hart","Andre Ingram","1"
"4827","Josh Hart","Julius Randle","21.3707133470434"
"4828","Josh Hart","Corey Brewer","61.2954740061096"
"4829","Josh Hart","Luol Deng","44.926791026926"
"4830","Josh Hart","Andrew Bogut","44.1506266224771"
"4831","Josh Hart","Thomas Bryant","20.7521402422425"
"4832","Lance Stephenson","Michael Beasley","39.3669163216702"
"4833","Lance Stephenson","Johnathan Williams","90.8776646560034"
"4834","Lance Stephenson","Moritz Wagner","90.8776646560034"
"4835","Lance Stephenson","Jemerrio Jones","90.8776646560034"
"4836","Lance Stephenson","Svi Mykhailiuk","90.8776646560034"
"4837","Lance Stephenson","Scott Machado","40.5135357719444"
"4838","Lance Stephenson","Isaac Bonga","90.8776646560034"
"4839","Lance Stephenson","Andre Ingram","63.532084635927"
"4840","Lance Stephenson","Victor Oladipo","48.957056520429"
"4841","Lance Stephenson","Bojan Bogdanovic","52.8784162230219"
"4842","Lance Stephenson","Domantas Sabonis","67.2106291005256"
"4843","Lance Stephenson","Myles Turner","54.2655459533924"
"4844","Lance Stephenson","Thaddeus Young","40.5044520175189"
"4845","Lance Stephenson","Darren Collison","28.9903026309489"
"4846","Lance Stephenson","Cory Joseph","73.1773504599208"
"4847","Lance Stephenson","TJ Leaf","78.5480786424496"
"4848","Lance Stephenson","Edmond Sumner","78.5480786424496"
"4849","Lance Stephenson","Ike Anigbogu","78.5480786424496"
"4850","Lance Stephenson","Glenn Robinson III","56.1849233920708"
"4851","Lance Stephenson","Tyreke Evans","47.0776141547648"
"4852","Lance Stephenson","Anthony Davis","35.4636647318055"
"4853","Lance Stephenson","Jrue Holiday","32.7380916198733"
"4854","Lance Stephenson","E'Twaun Moore","35.1027138455631"
"4855","Lance Stephenson","Cheick Diallo","42.8301094323323"
"4856","Lance Stephenson","Tim Frazier","51.2455321387493"
"4857","Lance Stephenson","Solomon Hill","33.532423172031"
"4858","Lance Stephenson","Langston Galloway","38.5441626530852"
"4859","Lance Stephenson","Terrence Jones","37.4228627256389"
"4860","Lance Stephenson","Dante Cunningham","48.4487681247162"
"4861","Lance Stephenson","Donatas Motiejunas","44.2986643510081"
"4862","Lance Stephenson","DeAndre Jordan","123.08334724886"
"4863","Lance Stephenson","Wesley Johnson","38.6363021282424"
"4864","Lance Stephenson","Blake Griffin","55.0224210845874"
"4865","Lance Stephenson","Chris Paul","54.9317481924589"
"4866","Lance Stephenson","JJ Redick","69.1612198812088"
"4867","Lance Stephenson","Jamal Crawford","89.0931122229887"
"4868","Lance Stephenson","Austin Rivers","50.2269091274745"
"4869","Lance Stephenson","Paul George","86.2474193453056"
"4870","Lance Stephenson","Ian Mahinmi","41.9907943141732"
"4871","Lance Stephenson","D.J. Augustin","85.5038357627152"
"4872","Lance Stephenson","Gerald Green","70.2462505848679"
"4873","Michael Beasley","Johnathan Williams","96.4706985706885"
"4874","Michael Beasley","Moritz Wagner","96.4706985706885"
"4875","Michael Beasley","Jemerrio Jones","96.4706985706885"
"4876","Michael Beasley","Svi Mykhailiuk","96.4706985706885"
"4877","Michael Beasley","Scott Machado","52.7718927832689"
"4878","Michael Beasley","Isaac Bonga","96.4706985706885"
"4879","Michael Beasley","Andre Ingram","54.7578713236095"
"4880","Michael Beasley","Doug McDermott","47.5167503821648"
"4881","Michael Beasley","Kyle O'Quinn","61.7998015608843"
"4882","Michael Beasley","Greg Monroe","89.4757767173163"
"4883","Michael Beasley","Gary Payton II","60.276182170063"
"4884","Michael Beasley","James Harden","53.6401269060944"
"4885","Michael Beasley","Clint Capela","66.0091035719426"
"4886","Michael Beasley","Terrence Jones","53.452982330184"
"4887","Michael Beasley","Corey Brewer","75.4365426717444"
"4888","Michael Beasley","Donatas Motiejunas","83.2806939723524"
"4889","Michael Beasley","Trevor Ariza","87.9710186071306"
"4890","Michael Beasley","Dwight Howard","50.2356606870033"
"4891","Michael Beasley","Shabazz Napier","99.9353119276372"
"4892","Michael Beasley","Luol Deng","41.0009511307701"
"4893","Michael Beasley","Jared Dudley","82.4528283766736"
"4894","Michael Beasley","Wesley Johnson","56.4151015678646"
"4895","Michael Beasley","PJ Tucker","59.6601861231284"
"4896","Michael Beasley","Markieff Morris","40.217564275426"
"4897","Michael Beasley","Anthony Tolliver","65.5338775627619"
"4898","Michael Beasley","Shaun Livingston","62.7202866435015"
"4899","Johnathan Williams","Moritz Wagner","1"
"4900","Johnathan Williams","Jemerrio Jones","1"
"4901","Johnathan Williams","Svi Mykhailiuk","1"
"4902","Johnathan Williams","Scott Machado","19.5092887636602"
"4903","Johnathan Williams","Isaac Bonga","1"
"4904","Johnathan Williams","Andre Ingram","6.0655261139435"
"4905","Moritz Wagner","Jemerrio Jones","1"
"4906","Moritz Wagner","Svi Mykhailiuk","1"
"4907","Moritz Wagner","Scott Machado","19.5092887636602"
"4908","Moritz Wagner","Isaac Bonga","1"
"4909","Moritz Wagner","Andre Ingram","6.0655261139435"
"4910","Jemerrio Jones","Svi Mykhailiuk","1"
"4911","Jemerrio Jones","Scott Machado","19.5092887636602"
"4912","Jemerrio Jones","Isaac Bonga","1"
"4913","Jemerrio Jones","Andre Ingram","6.0655261139435"
"4914","Svi Mykhailiuk","Scott Machado","19.5092887636602"
"4915","Svi Mykhailiuk","Isaac Bonga","1"
"4916","Svi Mykhailiuk","Andre Ingram","6.0655261139435"
"4917","Scott Machado","Isaac Bonga","19.5092887636602"
"4918","Scott Machado","Andre Ingram","16.1890615261929"
"4919","Scott Machado","James Harden","39.1410220491259"
"4920","Scott Machado","Terrence Jones","29.8117228627826"
"4921","Scott Machado","Donatas Motiejunas","41.6152091909893"
"4922","Scott Machado","Patrick Patterson","91.9635238655794"
"4923","Isaac Bonga","Andre Ingram","6.0655261139435"
"4924","Andre Ingram","Julius Randle","21.3707133470434"
"4925","Andre Ingram","Corey Brewer","61.2954740061096"
"4926","Andre Ingram","Luol Deng","44.926791026926"
"4927","Andre Ingram","Andrew Bogut","44.1506266224771"
"4928","Andre Ingram","Thomas Bryant","20.7521402422425"
"4929","Nikola Vucevic","Aaron Gordon","4.46227934224515"
"4930","Nikola Vucevic","Evan Fournier","6.61642718071858"
"4931","Nikola Vucevic","Terrence Ross","17.4515849512424"
"4932","Nikola Vucevic","D.J. Augustin","18.6643575284289"
"4933","Nikola Vucevic","Jonathan Isaac","30.745167095245"
"4934","Nikola Vucevic","Jonathon Simmons","21.492724943617"
"4935","Nikola Vucevic","Mo Bamba","56.1602489420988"
"4936","Nikola Vucevic","Wes Iwundu","30.745167095245"
"4937","Nikola Vucevic","Khem Birch","30.745167095245"
"4938","Nikola Vucevic","Jerian Grant","29.8190982621696"
"4939","Nikola Vucevic","Isaiah Briscoe","56.1602489420988"
"4940","Nikola Vucevic","Jarell Martin","27.0114144422129"
"4941","Nikola Vucevic","Troy Caupain","56.1602489420988"
"4942","Nikola Vucevic","Amile Jefferson","56.1602489420988"
"4943","Nikola Vucevic","Melvin Frazier Jr.","56.1602489420988"
"4944","Nikola Vucevic","Elfrid Payton","10.6507997940689"
"4945","Nikola Vucevic","Serge Ibaka","29.0175110163437"
"4946","Nikola Vucevic","Jodie Meeks","35.1944756822637"
"4947","Nikola Vucevic","Jeff Green","48.9355622384972"
"4948","Nikola Vucevic","Shabazz Napier","61.6459713764135"
"4949","Nikola Vucevic","Victor Oladipo","25.4287169087416"
"4950","Nikola Vucevic","Jason Smith","37.255219298907"
"4951","Nikola Vucevic","Kyle O'Quinn","27.2866226419433"
"4952","Nikola Vucevic","E'Twaun Moore","40.9388316166421"
"4953","Nikola Vucevic","Ish Smith","58.6973938303736"
"4954","Nikola Vucevic","JJ Redick","89.7121929955988"
"4955","Nikola Vucevic","Thaddeus Young","54.0220258265289"
"4956","Nikola Vucevic","Jrue Holiday","38.7766186395366"
"4957","Nikola Vucevic","Andre Iguodala","50.264974635413"
"4958","Aaron Gordon","Evan Fournier","11.7735767012827"
"4959","Aaron Gordon","Terrence Ross","16.3044179273"
"4960","Aaron Gordon","D.J. Augustin","24.4423241000852"
"4961","Aaron Gordon","Jonathan Isaac","15.7178830012669"
"4962","Aaron Gordon","Jonathon Simmons","12.6444831658271"
"4963","Aaron Gordon","Mo Bamba","32.3556935098268"
"4964","Aaron Gordon","Wes Iwundu","15.7178830012669"
"4965","Aaron Gordon","Khem Birch","15.7178830012669"
"4966","Aaron Gordon","Jerian Grant","36.0753594562942"
"4967","Aaron Gordon","Isaiah Briscoe","32.3556935098268"
"4968","Aaron Gordon","Jarell Martin","23.1332561754309"
"4969","Aaron Gordon","Troy Caupain","32.3556935098268"
"4970","Aaron Gordon","Amile Jefferson","32.3556935098268"
"4971","Aaron Gordon","Melvin Frazier Jr.","32.3556935098268"
"4972","Aaron Gordon","Elfrid Payton","18.1786245559611"
"4973","Aaron Gordon","Serge Ibaka","29.6671336353487"
"4974","Aaron Gordon","Jodie Meeks","43.0039828922126"
"4975","Aaron Gordon","Jeff Green","59.0319418497103"
"4976","Aaron Gordon","Shabazz Napier","63.6430888626073"
"4977","Aaron Gordon","Victor Oladipo","29.385050895396"
"4978","Aaron Gordon","Jason Smith","47.348662947571"
"4979","Aaron Gordon","Kyle O'Quinn","33.647306354351"
"4980","Evan Fournier","Terrence Ross","18.5912552602396"
"4981","Evan Fournier","D.J. Augustin","20.7876944853285"
"4982","Evan Fournier","Jonathan Isaac","40.2299728346267"
"4983","Evan Fournier","Jonathon Simmons","28.9255230683022"
"4984","Evan Fournier","Mo Bamba","73.6128913079658"
"4985","Evan Fournier","Wes Iwundu","40.2299728346267"
"4986","Evan Fournier","Khem Birch","40.2299728346267"
"4987","Evan Fournier","Jerian Grant","41.4171701466368"
"4988","Evan Fournier","Isaiah Briscoe","73.6128913079658"
"4989","Evan Fournier","Jarell Martin","32.2076748343626"
"4990","Evan Fournier","Troy Caupain","73.6128913079658"
"4991","Evan Fournier","Amile Jefferson","73.6128913079658"
"4992","Evan Fournier","Melvin Frazier Jr.","73.6128913079658"
"4993","Evan Fournier","Elfrid Payton","21.3238846292238"
"4994","Evan Fournier","Serge Ibaka","34.980884806383"
"4995","Evan Fournier","Jodie Meeks","37.6599359932052"
"4996","Evan Fournier","Jeff Green","50.2992432956842"
"4997","Evan Fournier","Shabazz Napier","54.0884975906556"
"4998","Evan Fournier","Victor Oladipo","36.2156772018978"
"4999","Evan Fournier","Jason Smith","40.7692443876683"
"5000","Evan Fournier","Kyle O'Quinn","35.7595166256464"
"5001","Evan Fournier","Kenneth Faried","83.3480277078745"
"5002","Evan Fournier","Wilson Chandler","102.30438919671"
"5003","Evan Fournier","Corey Brewer","109.800716529867"
"5004","Evan Fournier","Andre Iguodala","41.6551475537432"
"5005","Terrence Ross","D.J. Augustin","23.8969742341956"
"5006","Terrence Ross","Jonathan Isaac","32.3612243181427"
"5007","Terrence Ross","Jonathon Simmons","22.0329560441711"
"5008","Terrence Ross","Mo Bamba","54.3652434525713"
"5009","Terrence Ross","Wes Iwundu","32.3612243181427"
"5010","Terrence Ross","Khem Birch","32.3612243181427"
"5011","Terrence Ross","Jerian Grant","45.9359484367103"
"5012","Terrence Ross","Isaiah Briscoe","54.3652434525713"
"5013","Terrence Ross","Jarell Martin","30.0123681237737"
"5014","Terrence Ross","Troy Caupain","54.3652434525713"
"5015","Terrence Ross","Amile Jefferson","54.3652434525713"
"5016","Terrence Ross","Melvin Frazier Jr.","54.3652434525713"
"5017","Terrence Ross","Elfrid Payton","35.7646881229407"
"5018","Terrence Ross","DeMarre Carroll","56.1976239376392"
"5019","Terrence Ross","Cory Joseph","38.4985179260969"
"5020","Terrence Ross","Pascal Siakam","30.7759451247505"
"5021","Terrence Ross","Jonas Valanciunas","14.2684635088784"
"5022","Terrence Ross","Kyle Lowry","17.8199712608136"
"5023","Terrence Ross","Fred VanVleet","30.7759451247505"
"5024","Terrence Ross","Delon Wright","25.4579857512912"
"5025","Terrence Ross","Norman Powell","25.4579857512912"
"5026","Terrence Ross","DeMar DeRozan","20.1109604814695"
"5027","Terrence Ross","Jakob Poeltl","31.1431343972007"
"5028","Terrence Ross","Patrick Patterson","61.8630931864794"
"5029","Terrence Ross","Amir Johnson","84.7178192531364"
"5030","Terrence Ross","Ed Davis","78.3993949031856"
"5031","Terrence Ross","Jose Calderon","91.6501433867643"
"5032","Terrence Ross","Rudy Gay","42.7541825254132"
"5033","Terrence Ross","Quincy Acy","126.596182219631"
"5034","D.J. Augustin","Jonathan Isaac","73.4141700444658"
"5035","D.J. Augustin","Jonathon Simmons","50.0222957779393"
"5036","D.J. Augustin","Mo Bamba","116.77819953572"
"5037","D.J. Augustin","Wes Iwundu","73.4141700444658"
"5038","D.J. Augustin","Khem Birch","73.4141700444658"
"5039","D.J. Augustin","Jerian Grant","35.8871719293331"
"5040","D.J. Augustin","Isaiah Briscoe","116.77819953572"
"5041","D.J. Augustin","Jarell Martin","42.6045574790351"
"5042","D.J. Augustin","Troy Caupain","116.77819953572"
"5043","D.J. Augustin","Amile Jefferson","116.77819953572"
"5044","D.J. Augustin","Melvin Frazier Jr.","116.77819953572"
"5045","D.J. Augustin","Elfrid Payton","32.6691448576245"
"5046","D.J. Augustin","Serge Ibaka","20.3907017627943"
"5047","D.J. Augustin","Jodie Meeks","32.7756450763984"
"5048","D.J. Augustin","Jeff Green","45.1015974143035"
"5049","D.J. Augustin","Russell Westbrook","47.7761370195849"
"5050","D.J. Augustin","Steven Adams","52.2054582832683"
"5051","D.J. Augustin","Kevin Durant","50.0454576944707"
"5052","D.J. Augustin","Spencer Dinwiddie","64.7839062080073"
"5053","D.J. Augustin","Andre Drummond","57.4737641664639"
"5054","D.J. Augustin","Greg Monroe","78.6874526346917"
"5055","D.J. Augustin","Jonas Jerebko","105.499221856224"
"5056","D.J. Augustin","Jonas Valanciunas","28.6541401037603"
"5057","D.J. Augustin","Kyle Lowry","26.0331849573973"
"5058","D.J. Augustin","Amir Johnson","87.3467821872551"
"5059","D.J. Augustin","DeMar DeRozan","43.26452642696"
"5060","D.J. Augustin","Gerald Green","94.7195400270485"
"5061","D.J. Augustin","Paul George","60.6405486642343"
"5062","D.J. Augustin","Ian Mahinmi","47.3433099403063"
"5063","D.J. Augustin","Shaun Livingston","62.3352819100678"
"5064","D.J. Augustin","Tyson Chandler","103.329025951811"
"5065","D.J. Augustin","Raymond Felton","76.6600837903252"
"5066","D.J. Augustin","Jared Dudley","89.4529812259729"
"5067","Jonathan Isaac","Jonathon Simmons","17.0410041114547"
"5068","Jonathan Isaac","Mo Bamba","6.24718560209663"
"5069","Jonathan Isaac","Wes Iwundu","1"
"5070","Jonathan Isaac","Khem Birch","1"
"5071","Jonathan Isaac","Jerian Grant","61.5832241989046"
"5072","Jonathan Isaac","Isaiah Briscoe","6.24718560209663"
"5073","Jonathan Isaac","Jarell Martin","35.2209615716879"
"5074","Jonathan Isaac","Troy Caupain","6.24718560209663"
"5075","Jonathan Isaac","Amile Jefferson","6.24718560209663"
"5076","Jonathan Isaac","Melvin Frazier Jr.","6.24718560209663"
"5077","Jonathan Isaac","Elfrid Payton","42.6240091648613"
"5078","Jonathon Simmons","Mo Bamba","29.3284603964238"
"5079","Jonathon Simmons","Wes Iwundu","17.0410041114547"
"5080","Jonathon Simmons","Khem Birch","17.0410041114547"
"5081","Jonathon Simmons","Jerian Grant","52.1746211831873"
"5082","Jonathon Simmons","Isaiah Briscoe","29.3284603964238"
"5083","Jonathon Simmons","Jarell Martin","32.3638070600325"
"5084","Jonathon Simmons","Troy Caupain","29.3284603964238"
"5085","Jonathon Simmons","Amile Jefferson","29.3284603964238"
"5086","Jonathon Simmons","Melvin Frazier Jr.","29.3284603964238"
"5087","Jonathon Simmons","Elfrid Payton","35.479434848674"
"5088","Jonathon Simmons","Kawhi Leonard","28.5010859944595"
"5089","Jonathon Simmons","Danny Green","29.9744913871537"
"5090","Jonathon Simmons","LaMarcus Aldridge","51.6727567146218"
"5091","Jonathon Simmons","Bryn Forbes","27.4566071354486"
"5092","Jonathon Simmons","Patty Mills","33.8715988741687"
"5093","Jonathon Simmons","Davis Bertans","27.4566071354486"
"5094","Jonathon Simmons","Pau Gasol","43.5373927387948"
"5095","Mo Bamba","Wes Iwundu","6.24718560209663"
"5096","Mo Bamba","Khem Birch","6.24718560209663"
"5097","Mo Bamba","Jerian Grant","88.7609723309223"
"5098","Mo Bamba","Isaiah Briscoe","1"
"5099","Mo Bamba","Jarell Martin","53.8967337181812"
"5100","Mo Bamba","Troy Caupain","1"
"5101","Mo Bamba","Amile Jefferson","1"
"5102","Mo Bamba","Melvin Frazier Jr.","1"
"5103","Wes Iwundu","Khem Birch","1"
"5104","Wes Iwundu","Jerian Grant","61.5832241989046"
"5105","Wes Iwundu","Isaiah Briscoe","6.24718560209663"
"5106","Wes Iwundu","Jarell Martin","35.2209615716879"
"5107","Wes Iwundu","Troy Caupain","6.24718560209663"
"5108","Wes Iwundu","Amile Jefferson","6.24718560209663"
"5109","Wes Iwundu","Melvin Frazier Jr.","6.24718560209663"
"5110","Wes Iwundu","Elfrid Payton","42.6240091648613"
"5111","Khem Birch","Jerian Grant","61.5832241989046"
"5112","Khem Birch","Isaiah Briscoe","6.24718560209663"
"5113","Khem Birch","Jarell Martin","35.2209615716879"
"5114","Khem Birch","Troy Caupain","6.24718560209663"
"5115","Khem Birch","Amile Jefferson","6.24718560209663"
"5116","Khem Birch","Melvin Frazier Jr.","6.24718560209663"
"5117","Khem Birch","Elfrid Payton","42.6240091648613"
"5118","Jerian Grant","Isaiah Briscoe","88.7609723309223"
"5119","Jerian Grant","Jarell Martin","45.7032722047821"
"5120","Jerian Grant","Troy Caupain","88.7609723309223"
"5121","Jerian Grant","Amile Jefferson","88.7609723309223"
"5122","Jerian Grant","Melvin Frazier Jr.","88.7609723309223"
"5123","Jerian Grant","Nikola Mirotic","27.3136224061649"
"5124","Jerian Grant","Quincy Pondexter","40.0743533592512"
"5125","Jerian Grant","Doug McDermott","38.5979251355443"
"5126","Jerian Grant","Michael Carter-Williams","89.6397187947576"
"5127","Jerian Grant","Isaiah Canaan","100.069083620602"
"5128","Jerian Grant","Jimmy Butler","59.8820407563959"
"5129","Jerian Grant","Taj Gibson","59.3704123676143"
"5130","Jerian Grant","Kyle O'Quinn","35.3841386733458"
"5131","Jerian Grant","Langston Galloway","58.1619037248306"
"5132","Jerian Grant","Jose Calderon","78.3392376212526"
"5133","Jerian Grant","Carmelo Anthony","67.4888957555484"
"5134","Isaiah Briscoe","Jarell Martin","53.8967337181812"
"5135","Isaiah Briscoe","Troy Caupain","1"
"5136","Isaiah Briscoe","Amile Jefferson","1"
"5137","Isaiah Briscoe","Melvin Frazier Jr.","1"
"5138","Jarell Martin","Troy Caupain","53.8967337181812"
"5139","Jarell Martin","Amile Jefferson","53.8967337181812"
"5140","Jarell Martin","Melvin Frazier Jr.","53.8967337181812"
"5141","Jarell Martin","Tyreke Evans","55.980944671942"
"5142","Jarell Martin","James Ennis III","49.9487079080652"
"5143","Jarell Martin","Troy Daniels","104.07679805942"
"5144","Jarell Martin","Jeff Green","75.5739065447953"
"5145","Troy Caupain","Amile Jefferson","1"
"5146","Troy Caupain","Melvin Frazier Jr.","1"
"5147","Amile Jefferson","Melvin Frazier Jr.","1"
"5148","Luka Doncic","Harrison Barnes","46.3889922940166"
"5149","Luka Doncic","Dennis Smith Jr.","3.97746699279168"
"5150","Luka Doncic","Wesley Matthews","98.4311940522552"
"5151","Luka Doncic","DeAndre Jordan","90.1759062815585"
"5152","Luka Doncic","J.J. Barea","3.97746699279168"
"5153","Luka Doncic","Dwight Powell","52.9829890964885"
"5154","Luka Doncic","Jalen Brunson","1"
"5155","Luka Doncic","Dorian Finney-Smith","12.1285759302753"
"5156","Luka Doncic","Dirk Nowitzki","58.4802178728055"
"5157","Luka Doncic","Maxi Kleber","3.97746699279168"
"5158","Luka Doncic","Devin Harris","128.626127329282"
"5159","Luka Doncic","Salah Mejri","23.8535961649436"
"5160","Luka Doncic","Ray Spalding","1"
"5161","Luka Doncic","Ryan Broekhoff","1"
"5162","Luka Doncic","Daryl Macon","1"
"5163","Luka Doncic","Kostas Antetokounmpo","1"
"5164","Harrison Barnes","Dennis Smith Jr.","35.2123520994026"
"5165","Harrison Barnes","Wesley Matthews","20.0044615496896"
"5166","Harrison Barnes","DeAndre Jordan","39.5721340876458"
"5167","Harrison Barnes","J.J. Barea","35.2123520994026"
"5168","Harrison Barnes","Dwight Powell","14.1191892076935"
"5169","Harrison Barnes","Jalen Brunson","46.3889922940166"
