"","1","2","weight"
"2125","Boban Marjanovic","Luke Kennard",1
"2126","Boban Marjanovic","Ish Smith",2
"2127","Boban Marjanovic","Langston Galloway",1
"2128","Boban Marjanovic","Stanley Johnson",2
"2129","Boban Marjanovic","Henry Ellenson",2
"2130","Boban Marjanovic","Jon Leuer",2
"2131","Boban Marjanovic","Eric Moreland",1
"2132","Boban Marjanovic","Anthony Tolliver",1
"2133","Boban Marjanovic","Kentavious Caldwell-Pope",1
"2134","Boban Marjanovic","Kyle Anderson",1
"2135","Boban Marjanovic","Tony Parker",1
"2136","Boban Marjanovic","Jonathon Simmons",1
"2137","Boban Marjanovic","Kawhi Leonard",1
"2138","Boban Marjanovic","Danny Green",1
"2139","Boban Marjanovic","LaMarcus Aldridge",1
"2140","Boban Marjanovic","Patty Mills",1
"2141","Mike Scott","Luc Mbah a Moute",1
"2142","Mike Scott","Marcin Gortat",2
"2143","Mike Scott","Johnathan Motley",1
"2144","Mike Scott","Tyrone Wallace",1
"2145","Mike Scott","Jerome Robinson",1
"2146","Mike Scott","Milos Teodosic",1
"2147","Mike Scott","Angel Delgado",1
"2148","Mike Scott","Sindarius Thornwell",1
"2149","Mike Scott","Tim Frazier",1
"2150","Mike Scott","Jodie Meeks",1
"2151","Mike Scott","Bradley Beal",1
"2152","Mike Scott","John Wall",1
"2153","Mike Scott","Kelly Oubre Jr.",1
"2154","Mike Scott","Otto Porter Jr.",1
"2155","Mike Scott","Markieff Morris",1
"2156","Mike Scott","Tomas Satoransky",1
"2157","Mike Scott","Devin Robinson",1
"2158","Mike Scott","Ian Mahinmi",1
"2159","Mike Scott","Jason Smith",1
"2160","Mike Scott","Taurean Prince",1
"2161","Mike Scott","Kent Bazemore",3
"2162","Mike Scott","Thabo Sefolosha",3
"2163","Mike Scott","Tim Hardaway Jr.",2
"2164","Mike Scott","Paul Millsap",4
"2165","Mike Scott","Mike Muscala",4
"2166","Mike Scott","Dennis Schroder",3
"2167","Mike Scott","Dwight Howard",1
"2168","Mike Scott","Shelvin Mack",4
"2169","Mike Scott","Jeff Teague",4
"2170","Mike Scott","DeMarre Carroll",2
"2171","Mike Scott","John Jenkins",3
"2172","Mike Scott","James Nunnally",1
"2173","Mike Scott","Devin Harris",1
"2174","Mike Scott","Zaza Pachulia",1
"2175","Mike Scott","Anthony Tolliver",1
"2176","Luc Mbah a Moute","Marcin Gortat",1
"2177","Luc Mbah a Moute","Johnathan Motley",1
"2178","Luc Mbah a Moute","Tyrone Wallace",1
"2179","Luc Mbah a Moute","Jerome Robinson",1
"2180","Luc Mbah a Moute","Milos Teodosic",1
"2181","Luc Mbah a Moute","Angel Delgado",1
"2182","Luc Mbah a Moute","Sindarius Thornwell",1
"2183","Luc Mbah a Moute","Troy Williams",1
"2184","Luc Mbah a Moute","James Harden",1
"2185","Luc Mbah a Moute","Clint Capela",1
"2186","Luc Mbah a Moute","Eric Gordon",1
"2187","Luc Mbah a Moute","Chris Paul",3
"2188","Luc Mbah a Moute","Gerald Green",1
"2189","Luc Mbah a Moute","PJ Tucker",1
"2190","Luc Mbah a Moute","Nene",1
"2191","Luc Mbah a Moute","Zhou Qi",1
"2192","Luc Mbah a Moute","Demetrius Jackson",1
"2193","Luc Mbah a Moute","Trevor Ariza",1
"2194","Luc Mbah a Moute","Isaiah Canaan",1
"2195","Luc Mbah a Moute","Ryan Anderson",1
"2196","Luc Mbah a Moute","DeAndre Jordan",2
"2197","Luc Mbah a Moute","Wesley Johnson",2
"2198","Luc Mbah a Moute","Blake Griffin",2
"2199","Luc Mbah a Moute","JJ Redick",2
"2200","Luc Mbah a Moute","Jamal Crawford",2
"2201","Luc Mbah a Moute","Raymond Felton",1
"2202","Luc Mbah a Moute","Austin Rivers",2
"2203","Luc Mbah a Moute","Lance Stephenson",1
"2204","Luc Mbah a Moute","Tim Frazier",1
"2205","Luc Mbah a Moute","Michael Carter-Williams",1
"2206","Luc Mbah a Moute","Robert Covington",1
"2207","Luc Mbah a Moute","Jerami Grant",1
"2208","Luc Mbah a Moute","Nerlens Noel",1
"2209","Luc Mbah a Moute","Ricky Rubio",1
"2210","Luc Mbah a Moute","Corey Brewer",1
"2211","Luc Mbah a Moute","Dante Cunningham",1
"2212","Luc Mbah a Moute","Gorgui Dieng",1
"2213","Luc Mbah a Moute","Ekpe Udoh",1
"2214","Luc Mbah a Moute","Jon Leuer",1
"2215","Luc Mbah a Moute","Shaun Livingston",1
"2216","Luc Mbah a Moute","Andrew Bogut",4
"2217","Luc Mbah a Moute","Jodie Meeks",1
"2218","Marcin Gortat","Johnathan Motley",1
"2219","Marcin Gortat","Tyrone Wallace",1
"2220","Marcin Gortat","Jerome Robinson",1
"2221","Marcin Gortat","Milos Teodosic",1
"2222","Marcin Gortat","Angel Delgado",1
"2223","Marcin Gortat","Sindarius Thornwell",1
"2224","Marcin Gortat","Tim Frazier",1
"2225","Marcin Gortat","Jodie Meeks",1
"2226","Marcin Gortat","Bradley Beal",5
"2227","Marcin Gortat","John Wall",5
"2228","Marcin Gortat","Kelly Oubre Jr.",1
"2229","Marcin Gortat","Otto Porter Jr.",1
"2230","Marcin Gortat","Markieff Morris",4
"2231","Marcin Gortat","Tomas Satoransky",2
"2232","Marcin Gortat","Devin Robinson",1
"2233","Marcin Gortat","Ian Mahinmi",2
"2234","Marcin Gortat","Jason Smith",2
"2235","Marcin Gortat","Trey Burke",1
"2236","Marcin Gortat","Garrett Temple",3
"2237","Marcin Gortat","Jared Dudley",3
"2238","Marcin Gortat","Nene",3
"2239","Marcin Gortat","Trevor Ariza",2
"2240","Marcin Gortat","Goran Dragic",1
"2241","Marcin Gortat","Michael Beasley",1
"2242","Marcin Gortat","Wesley Johnson",1
"2243","Marcin Gortat","PJ Tucker",1
"2244","Marcin Gortat","Vince Carter",2
"2245","Marcin Gortat","JJ Redick",4
"2246","Marcin Gortat","Ryan Anderson",2
"2247","Marcin Gortat","Dwight Howard",4
"2248","Marcin Gortat","Courtney Lee",1
"2249","Johnathan Motley","Tyrone Wallace",1
"2250","Johnathan Motley","Jerome Robinson",1
"2251","Johnathan Motley","Milos Teodosic",1
"2252","Johnathan Motley","Angel Delgado",1
"2253","Johnathan Motley","Sindarius Thornwell",1
"2254","Johnathan Motley","Yogi Ferrell",1
"2255","Johnathan Motley","Harrison Barnes",1
"2256","Johnathan Motley","Dennis Smith Jr.",1
"2257","Johnathan Motley","Wesley Matthews",1
"2258","Johnathan Motley","J.J. Barea",1
"2259","Johnathan Motley","Dwight Powell",1
"2260","Johnathan Motley","Dorian Finney-Smith",1
"2261","Johnathan Motley","Dirk Nowitzki",1
"2262","Johnathan Motley","Maxi Kleber",1
"2263","Johnathan Motley","Devin Harris",1
"2264","Johnathan Motley","Salah Mejri",1
"2265","Johnathan Motley","Nerlens Noel",1
"2266","Tyrone Wallace","Jerome Robinson",1
"2267","Tyrone Wallace","Milos Teodosic",2
"2268","Tyrone Wallace","Angel Delgado",1
"2269","Tyrone Wallace","Sindarius Thornwell",2
"2270","Tyrone Wallace","DeAndre Jordan",1
"2271","Tyrone Wallace","Wesley Johnson",1
"2272","Tyrone Wallace","Blake Griffin",1
"2273","Tyrone Wallace","Jawun Evans",1
"2274","Tyrone Wallace","C.J. Williams",1
"2275","Tyrone Wallace","Austin Rivers",1
"2276","Jerome Robinson","Milos Teodosic",1
"2277","Jerome Robinson","Angel Delgado",1
"2278","Jerome Robinson","Sindarius Thornwell",1
"2279","Milos Teodosic","Angel Delgado",1
"2280","Milos Teodosic","Sindarius Thornwell",2
"2281","Milos Teodosic","DeAndre Jordan",1
"2282","Milos Teodosic","Wesley Johnson",1
"2283","Milos Teodosic","Blake Griffin",1
"2284","Milos Teodosic","Jawun Evans",1
"2285","Milos Teodosic","C.J. Williams",1
"2286","Milos Teodosic","Austin Rivers",1
"2287","Angel Delgado","Sindarius Thornwell",1
"2288","Sindarius Thornwell","DeAndre Jordan",1
"2289","Sindarius Thornwell","Wesley Johnson",1
"2290","Sindarius Thornwell","Blake Griffin",1
"2291","Sindarius Thornwell","Jawun Evans",1
"2292","Sindarius Thornwell","C.J. Williams",1
"2293","Sindarius Thornwell","Austin Rivers",1
"2294","Mike Conley","Jaren Jackson Jr.",1
"2295","Mike Conley","Marc Gasol",11
"2296","Mike Conley","JaMychal Green",4
"2297","Mike Conley","Bruno Caboclo",1
"2298","Mike Conley","Kyle Anderson",1
"2299","Mike Conley","Garrett Temple",1
"2300","Mike Conley","Shelvin Mack",1
"2301","Mike Conley","Dillon Brooks",2
"2302","Mike Conley","Chandler Parsons",3
"2303","Mike Conley","Joakim Noah",1
"2304","Mike Conley","Wayne Selden",2
"2305","Mike Conley","MarShon Brooks",2
"2306","Mike Conley","Omri Casspi",1
"2307","Mike Conley","Ivan Rabb",2
"2308","Mike Conley","Jevon Carter",1
"2309","Mike Conley","Dusty Hannahs",1
"2310","Mike Conley","Andrew Harrison",3
"2311","Mike Conley","Yuta Watanabe",1
"2312","Mike Conley","Julian Washburn",1
"2313","Mike Conley","DJ Stephens",1
"2314","Mike Conley","Deyonta Davis",2
"2315","Mike Conley","Ben McLemore",1
"2316","Mike Conley","Jarell Martin",3
"2317","Mike Conley","Tyreke Evans",1
"2318","Mike Conley","James Ennis III",1
"2319","Mike Conley","Vince Carter",3
"2320","Mike Conley","Troy Williams",1
"2321","Mike Conley","Troy Daniels",1
"2322","Mike Conley","Courtney Lee",2
"2323","Mike Conley","Jeff Green",1
"2324","Mike Conley","Hassan Whiteside",1
"2325","Mike Conley","Kosta Koufos",2
"2326","Mike Conley","Jon Leuer",2
"2327","Mike Conley","Kalin Lucas",1
"2328","Mike Conley","Quincy Pondexter",4
"2329","Mike Conley","James Johnson",1
"2330","Mike Conley","Ed Davis",1
"2331","Mike Conley","Wayne Ellington",1
"2332","Mike Conley","Jerryd Bayless",1
"2333","Mike Conley","Rudy Gay",5
"2334","Mike Conley","Dante Cunningham",1
"2335","Mike Conley","DeMarre Carroll",2
"2336","Mike Conley","Kyle Lowry",2
"2337","Mike Conley","Pau Gasol",1
"2338","Jaren Jackson Jr.","Marc Gasol",1
"2339","Jaren Jackson Jr.","JaMychal Green",1
"2340","Jaren Jackson Jr.","Bruno Caboclo",1
"2341","Jaren Jackson Jr.","Kyle Anderson",1
"2342","Jaren Jackson Jr.","Garrett Temple",1
"2343","Jaren Jackson Jr.","Shelvin Mack",1
"2344","Jaren Jackson Jr.","Dillon Brooks",1
"2345","Jaren Jackson Jr.","Chandler Parsons",1
"2346","Jaren Jackson Jr.","Joakim Noah",1
"2347","Jaren Jackson Jr.","Wayne Selden",1
"2348","Jaren Jackson Jr.","MarShon Brooks",1
"2349","Jaren Jackson Jr.","Omri Casspi",1
"2350","Jaren Jackson Jr.","Ivan Rabb",1
"2351","Jaren Jackson Jr.","Jevon Carter",1
"2352","Jaren Jackson Jr.","Dusty Hannahs",1
"2353","Jaren Jackson Jr.","Andrew Harrison",1
"2354","Jaren Jackson Jr.","Yuta Watanabe",1
"2355","Jaren Jackson Jr.","Julian Washburn",1
"2356","Jaren Jackson Jr.","DJ Stephens",1
"2357","Marc Gasol","JaMychal Green",4
"2358","Marc Gasol","Bruno Caboclo",1
"2359","Marc Gasol","Kyle Anderson",1
"2360","Marc Gasol","Garrett Temple",1
"2361","Marc Gasol","Shelvin Mack",1
"2362","Marc Gasol","Dillon Brooks",2
"2363","Marc Gasol","Chandler Parsons",3
"2364","Marc Gasol","Joakim Noah",1
"2365","Marc Gasol","Wayne Selden",2
"2366","Marc Gasol","MarShon Brooks",2
"2367","Marc Gasol","Omri Casspi",1
"2368","Marc Gasol","Ivan Rabb",2
"2369","Marc Gasol","Jevon Carter",1
"2370","Marc Gasol","Dusty Hannahs",1
"2371","Marc Gasol","Andrew Harrison",3
"2372","Marc Gasol","Yuta Watanabe",1
"2373","Marc Gasol","Julian Washburn",1
"2374","Marc Gasol","DJ Stephens",1
"2375","Marc Gasol","Deyonta Davis",2
"2376","Marc Gasol","Ben McLemore",1
"2377","Marc Gasol","Jarell Martin",3
"2378","Marc Gasol","Tyreke Evans",1
"2379","Marc Gasol","James Ennis III",1
"2380","Marc Gasol","Vince Carter",3
"2381","Marc Gasol","Troy Williams",1
"2382","Marc Gasol","Troy Daniels",1
"2383","Marc Gasol","Courtney Lee",2
"2384","Marc Gasol","Jeff Green",1
"2385","Marc Gasol","Hassan Whiteside",1
"2386","Marc Gasol","Kosta Koufos",2
"2387","Marc Gasol","Jon Leuer",2
"2388","Marc Gasol","Kalin Lucas",1
"2389","Marc Gasol","Quincy Pondexter",4
"2390","Marc Gasol","James Johnson",1
"2391","Marc Gasol","Ed Davis",1
"2392","Marc Gasol","Wayne Ellington",1
"2393","Marc Gasol","Jerryd Bayless",1
"2394","Marc Gasol","Rudy Gay",4
"2395","Marc Gasol","Dante Cunningham",1
"2396","Marc Gasol","DeMarre Carroll",2
"2397","Marc Gasol","Kyle Lowry",1
"2398","JaMychal Green","Bruno Caboclo",1
"2399","JaMychal Green","Kyle Anderson",3
"2400","JaMychal Green","Garrett Temple",1
"2401","JaMychal Green","Shelvin Mack",1
"2402","JaMychal Green","Dillon Brooks",2
"2403","JaMychal Green","Chandler Parsons",3
"2404","JaMychal Green","Joakim Noah",1
"2405","JaMychal Green","Wayne Selden",2
"2406","JaMychal Green","MarShon Brooks",2
"2407","JaMychal Green","Omri Casspi",1
"2408","JaMychal Green","Ivan Rabb",2
"2409","JaMychal Green","Jevon Carter",1
"2410","JaMychal Green","Dusty Hannahs",1
"2411","JaMychal Green","Andrew Harrison",3
"2412","JaMychal Green","Yuta Watanabe",1
"2413","JaMychal Green","Julian Washburn",1
"2414","JaMychal Green","DJ Stephens",1
"2415","JaMychal Green","Deyonta Davis",2
"2416","JaMychal Green","Ben McLemore",1
"2417","JaMychal Green","Jarell Martin",3
"2418","JaMychal Green","Tyreke Evans",1
"2419","JaMychal Green","James Ennis III",1
"2420","JaMychal Green","Vince Carter",2
"2421","JaMychal Green","Troy Williams",1
"2422","JaMychal Green","Troy Daniels",1
"2423","JaMychal Green","Courtney Lee",1
"2424","JaMychal Green","Jeff Green",1
"2425","JaMychal Green","Tony Parker",2
"2426","JaMychal Green","Cory Joseph",2
"2427","JaMychal Green","Kawhi Leonard",2
"2428","JaMychal Green","Danny Green",2
"2429","JaMychal Green","Marco Belinelli",2
"2430","JaMychal Green","Patty Mills",2
"2431","Bruno Caboclo","Kyle Anderson",1
"2432","Bruno Caboclo","Garrett Temple",1
"2433","Bruno Caboclo","Shelvin Mack",1
"2434","Bruno Caboclo","Dillon Brooks",1
"2435","Bruno Caboclo","Chandler Parsons",1
"2436","Bruno Caboclo","Joakim Noah",1
"2437","Bruno Caboclo","Wayne Selden",1
"2438","Bruno Caboclo","MarShon Brooks",1
"2439","Bruno Caboclo","Omri Casspi",1
"2440","Bruno Caboclo","Ivan Rabb",1
"2441","Bruno Caboclo","Jevon Carter",1
"2442","Bruno Caboclo","Dusty Hannahs",1
"2443","Bruno Caboclo","Andrew Harrison",1
"2444","Bruno Caboclo","Yuta Watanabe",1
"2445","Bruno Caboclo","Julian Washburn",1
"2446","Bruno Caboclo","DJ Stephens",1
"2447","Bruno Caboclo","Pascal Siakam",2
"2448","Bruno Caboclo","Jonas Valanciunas",4
"2449","Bruno Caboclo","Serge Ibaka",1
"2450","Bruno Caboclo","Kyle Lowry",4
"2451","Bruno Caboclo","Fred VanVleet",2
"2452","Bruno Caboclo","Delon Wright",3
"2453","Bruno Caboclo","Norman Powell",3
"2454","Bruno Caboclo","OG Anunoby",1
"2455","Bruno Caboclo","CJ Miles",1
"2456","Bruno Caboclo","Malcolm Miller",1
"2457","Bruno Caboclo","Lorenzo Brown",1
"2458","Bruno Caboclo","DeMar DeRozan",4
"2459","Bruno Caboclo","Jakob Poeltl",2
"2460","Bruno Caboclo","Alfonzo McKinnie",1
"2461","Bruno Caboclo","Terrence Ross",3
"2462","Bruno Caboclo","DeMarre Carroll",2
"2463","Bruno Caboclo","Cory Joseph",2
"2464","Bruno Caboclo","Patrick Patterson",3
"2465","Bruno Caboclo","James Johnson",2
"2466","Bruno Caboclo","Bismack Biyombo",1
"2467","Bruno Caboclo","Amir Johnson",1
"2468","Kyle Anderson","Garrett Temple",1
"2469","Kyle Anderson","Shelvin Mack",1
"2470","Kyle Anderson","Dillon Brooks",1
"2471","Kyle Anderson","Chandler Parsons",1
"2472","Kyle Anderson","Joakim Noah",1
"2473","Kyle Anderson","Wayne Selden",1
"2474","Kyle Anderson","MarShon Brooks",1
"2475","Kyle Anderson","Omri Casspi",1
"2476","Kyle Anderson","Ivan Rabb",1
"2477","Kyle Anderson","Jevon Carter",1
"2478","Kyle Anderson","Dusty Hannahs",1
"2479","Kyle Anderson","Andrew Harrison",1
"2480","Kyle Anderson","Yuta Watanabe",1
"2481","Kyle Anderson","Julian Washburn",1
"2482","Kyle Anderson","DJ Stephens",1
"2483","Kyle Anderson","Tony Parker",4
"2484","Kyle Anderson","Kawhi Leonard",4
"2485","Kyle Anderson","Danny Green",4
"2486","Kyle Anderson","LaMarcus Aldridge",3
"2487","Kyle Anderson","Rudy Gay",1
"2488","Kyle Anderson","Bryn Forbes",2
"2489","Kyle Anderson","Derrick White",1
"2490","Kyle Anderson","Patty Mills",4
"2491","Kyle Anderson","Davis Bertans",2
"2492","Kyle Anderson","Pau Gasol",2
"2493","Kyle Anderson","Dewayne Dedmon",1
"2494","Kyle Anderson","Jonathon Simmons",2
"2495","Kyle Anderson","Cory Joseph",1
"2496","Kyle Anderson","Marco Belinelli",1
"2497","Garrett Temple","Shelvin Mack",1
"2498","Garrett Temple","Dillon Brooks",1
"2499","Garrett Temple","Chandler Parsons",1
"2500","Garrett Temple","Joakim Noah",1
"2501","Garrett Temple","Wayne Selden",1
"2502","Garrett Temple","MarShon Brooks",1
"2503","Garrett Temple","Omri Casspi",2
"2504","Garrett Temple","Ivan Rabb",1
"2505","Garrett Temple","Jevon Carter",1
"2506","Garrett Temple","Dusty Hannahs",1
"2507","Garrett Temple","Andrew Harrison",1
"2508","Garrett Temple","Yuta Watanabe",1
"2509","Garrett Temple","Julian Washburn",1
"2510","Garrett Temple","DJ Stephens",1
"2511","Garrett Temple","Vince Carter",1
"2512","Garrett Temple","Buddy Hield",1
"2513","Garrett Temple","De'Aaron Fox",1
"2514","Garrett Temple","Bogdan Bogdanovic",1
"2515","Garrett Temple","Willie Cauley-Stein",2
"2516","Garrett Temple","Justin Jackson",1
"2517","Garrett Temple","Frank Mason",1
"2518","Garrett Temple","Kosta Koufos",2
"2519","Garrett Temple","Skal Labissiere",2
"2520","Garrett Temple","Malachi Richardson",2
"2521","Garrett Temple","Ben McLemore",1
"2522","Garrett Temple","Darren Collison",1
"2523","Garrett Temple","Rudy Gay",1
"2524","Garrett Temple","Anthony Tolliver",1
"2525","Garrett Temple","DeMarcus Cousins",1
"2526","Garrett Temple","Jared Dudley",1
"2527","Garrett Temple","Nene",4
"2528","Garrett Temple","Bradley Beal",4
"2529","Garrett Temple","John Wall",4
"2530","Garrett Temple","Trevor Ariza",3
"2531","Garrett Temple","Shaun Livingston",1
"2532","Garrett Temple","Tony Parker",1
"2533","Garrett Temple","Danny Green",1
"2534","Garrett Temple","Kyle Lowry",1
"2535","Shelvin Mack","Dillon Brooks",1
"2536","Shelvin Mack","Chandler Parsons",1
"2537","Shelvin Mack","Joakim Noah",1
"2538","Shelvin Mack","Wayne Selden",1
"2539","Shelvin Mack","MarShon Brooks",1
"2540","Shelvin Mack","Omri Casspi",1
"2541","Shelvin Mack","Ivan Rabb",1
"2542","Shelvin Mack","Jevon Carter",1
"2543","Shelvin Mack","Dusty Hannahs",1
"2544","Shelvin Mack","Andrew Harrison",1
"2545","Shelvin Mack","Yuta Watanabe",1
"2546","Shelvin Mack","Julian Washburn",1
"2547","Shelvin Mack","DJ Stephens",1
"2548","Shelvin Mack","Bismack Biyombo",1
"2549","Shelvin Mack","Mario Hezonja",1
"2550","Shelvin Mack","Nikola Vucevic",1
"2551","Shelvin Mack","Aaron Gordon",1
"2552","Shelvin Mack","Evan Fournier",1
"2553","Shelvin Mack","Terrence Ross",1
"2554","Shelvin Mack","D.J. Augustin",1
"2555","Shelvin Mack","Jonathan Isaac",1
"2556","Shelvin Mack","Jonathon Simmons",1
"2557","Shelvin Mack","Wes Iwundu",1
"2558","Shelvin Mack","Khem Birch",1
"2559","Shelvin Mack","Elfrid Payton",1
"2560","Shelvin Mack","Rudy Gobert",1
"2561","Shelvin Mack","Joe Ingles",1
"2562","Shelvin Mack","Derrick Favors",1
"2563","Shelvin Mack","Alec Burks",1
"2564","Shelvin Mack","Dante Exum",1
"2565","Shelvin Mack","Raul Neto",1
"2566","Shelvin Mack","Trey Lyles",1
"2567","Shelvin Mack","Kent Bazemore",2
"2568","Shelvin Mack","Thabo Sefolosha",2
"2569","Shelvin Mack","Tim Hardaway Jr.",1
"2570","Shelvin Mack","Paul Millsap",3
"2571","Shelvin Mack","Mike Muscala",3
"2572","Shelvin Mack","Dennis Schroder",2
"2573","Shelvin Mack","Jeff Teague",4
"2574","Shelvin Mack","DeMarre Carroll",2
"2575","Shelvin Mack","John Jenkins",3
"2576","Shelvin Mack","James Nunnally",1
"2577","Shelvin Mack","Devin Harris",1
"2578","Shelvin Mack","Zaza Pachulia",1
"2579","Shelvin Mack","Anthony Tolliver",1
"2580","Shelvin Mack","JaVale McGee",1
"2581","Shelvin Mack","Nick Young",1
"2582","Shelvin Mack","John Wall",1
"2583","Dillon Brooks","Chandler Parsons",2
"2584","Dillon Brooks","Joakim Noah",1
"2585","Dillon Brooks","Wayne Selden",2
"2586","Dillon Brooks","MarShon Brooks",2
"2587","Dillon Brooks","Omri Casspi",1
"2588","Dillon Brooks","Ivan Rabb",2
"2589","Dillon Brooks","Jevon Carter",1
"2590","Dillon Brooks","Dusty Hannahs",1
"2591","Dillon Brooks","Andrew Harrison",2
"2592","Dillon Brooks","Yuta Watanabe",1
"2593","Dillon Brooks","Julian Washburn",1
"2594","Dillon Brooks","DJ Stephens",1
"2595","Dillon Brooks","Deyonta Davis",1
"2596","Dillon Brooks","Ben McLemore",1
"2597","Dillon Brooks","Jarell Martin",1
"2598","Dillon Brooks","Tyreke Evans",1
"2599","Dillon Brooks","James Ennis III",1
"2600","Chandler Parsons","Joakim Noah",1
"2601","Chandler Parsons","Wayne Selden",2
"2602","Chandler Parsons","MarShon Brooks",2
"2603","Chandler Parsons","Omri Casspi",2
"2604","Chandler Parsons","Ivan Rabb",2
"2605","Chandler Parsons","Jevon Carter",1
"2606","Chandler Parsons","Dusty Hannahs",1
"2607","Chandler Parsons","Andrew Harrison",3
"2608","Chandler Parsons","Yuta Watanabe",1
"2609","Chandler Parsons","Julian Washburn",1
"2610","Chandler Parsons","DJ Stephens",1
"2611","Chandler Parsons","Deyonta Davis",2
"2612","Chandler Parsons","Ben McLemore",1
"2613","Chandler Parsons","Jarell Martin",2
"2614","Chandler Parsons","Tyreke Evans",1
"2615","Chandler Parsons","James Ennis III",1
"2616","Chandler Parsons","Vince Carter",1
"2617","Chandler Parsons","Troy Williams",1
"2618","Chandler Parsons","Troy Daniels",2
"2619","Chandler Parsons","Justin Anderson",1
"2620","Chandler Parsons","JaVale McGee",1
"2621","Chandler Parsons","Wesley Matthews",1
"2622","Chandler Parsons","Dwight Powell",1
"2623","Chandler Parsons","Dirk Nowitzki",2
"2624","Chandler Parsons","Devin Harris",2
"2625","Chandler Parsons","Salah Mejri",1
"2626","Chandler Parsons","Zaza Pachulia",1
"2627","Chandler Parsons","Raymond Felton",2
"2628","Chandler Parsons","John Jenkins",1
"2629","Chandler Parsons","Jae Crowder",1
"2630","Chandler Parsons","Tyson Chandler",1
"2631","Chandler Parsons","Jeremy Lin",2
"2632","Chandler Parsons","James Harden",2
"2633","Chandler Parsons","Terrence Jones",2
"2634","Chandler Parsons","Robert Covington",1
"2635","Chandler Parsons","Donatas Motiejunas",2
"2636","Chandler Parsons","Isaiah Canaan",1
"2637","Chandler Parsons","Dwight Howard",1
"2638","Chandler Parsons","Scott Machado",1
"2639","Chandler Parsons","Patrick Patterson",2
"2640","Chandler Parsons","Goran Dragic",1
"2641","Chandler Parsons","Courtney Lee",1
"2642","Chandler Parsons","Kyle Lowry",1
"2643","Joakim Noah","Wayne Selden",1
"2644","Joakim Noah","MarShon Brooks",1
"2645","Joakim Noah","Omri Casspi",1
"2646","Joakim Noah","Ivan Rabb",1
"2647","Joakim Noah","Jevon Carter",1
"2648","Joakim Noah","Dusty Hannahs",1
"2649","Joakim Noah","Andrew Harrison",1
"2650","Joakim Noah","Yuta Watanabe",1
"2651","Joakim Noah","Julian Washburn",1
"2652","Joakim Noah","DJ Stephens",1
"2653","Joakim Noah","Willy Hernangomez",2
"2654","Joakim Noah","Tim Hardaway Jr.",1
"2655","Joakim Noah","Enes Kanter",1
"2656","Joakim Noah","Trey Burke",1
"2657","Joakim Noah","Damyean Dotson",1
"2658","Joakim Noah","Luke Kornet",1
"2659","Joakim Noah","Frank Ntilikina",1
"2660","Joakim Noah","Lance Thomas",2
"2661","Joakim Noah","Isaiah Hicks",1
"2662","Joakim Noah","Courtney Lee",2
"2663","Joakim Noah","Ron Baker",2
"2664","Joakim Noah","Michael Beasley",1
"2665","Joakim Noah","Doug McDermott",3
"2666","Joakim Noah","Kyle O'Quinn",2
"2667","Joakim Noah","Carmelo Anthony",1
"2668","Joakim Noah","Derrick Rose",8
"2669","Joakim Noah","Nikola Mirotic",2
"2670","Joakim Noah","E'Twaun Moore",2
"2671","Joakim Noah","Pau Gasol",2
"2672","Joakim Noah","Jimmy Butler",5
"2673","Joakim Noah","Taj Gibson",7
"2674","Joakim Noah","Luol Deng",7
"2675","Joakim Noah","Marco Belinelli",1
"2676","Joakim Noah","James Johnson",2
"2677","Joakim Noah","Thabo Sefolosha",2
"2678","Wayne Selden","MarShon Brooks",2
"2679","Wayne Selden","Omri Casspi",1
"2680","Wayne Selden","Ivan Rabb",2
"2681","Wayne Selden","Jevon Carter",1
"2682","Wayne Selden","Dusty Hannahs",1
"2683","Wayne Selden","Andrew Harrison",2
"2684","Wayne Selden","Yuta Watanabe",1
"2685","Wayne Selden","Julian Washburn",1
"2686","Wayne Selden","DJ Stephens",1
"2687","Wayne Selden","Deyonta Davis",1
"2688","Wayne Selden","Ben McLemore",1
"2689","Wayne Selden","Jarell Martin",1
"2690","Wayne Selden","Tyreke Evans",2
"2691","Wayne Selden","James Ennis III",1
"2692","Wayne Selden","Buddy Hield",1
"2693","Wayne Selden","Lance Stephenson",1
"2694","Wayne Selden","Anthony Davis",1
"2695","Wayne Selden","Jrue Holiday",1
"2696","Wayne Selden","E'Twaun Moore",1
"2697","Wayne Selden","Cheick Diallo",1
"2698","Wayne Selden","Tim Frazier",1
"2699","Wayne Selden","Solomon Hill",1
"2700","Wayne Selden","Langston Galloway",1
"2701","Wayne Selden","Terrence Jones",1
"2702","Wayne Selden","Dante Cunningham",1
"2703","Wayne Selden","Donatas Motiejunas",1
"2704","MarShon Brooks","Omri Casspi",1
"2705","MarShon Brooks","Ivan Rabb",2
"2706","MarShon Brooks","Jevon Carter",1
"2707","MarShon Brooks","Dusty Hannahs",1
"2708","MarShon Brooks","Andrew Harrison",2
"2709","MarShon Brooks","Yuta Watanabe",1
"2710","MarShon Brooks","Julian Washburn",1
"2711","MarShon Brooks","DJ Stephens",1
"2712","MarShon Brooks","Deyonta Davis",1
"2713","MarShon Brooks","Ben McLemore",1
"2714","MarShon Brooks","Jarell Martin",1
"2715","MarShon Brooks","Tyreke Evans",1
"2716","MarShon Brooks","James Ennis III",1
"2717","MarShon Brooks","Kelly Olynyk",1
"2718","MarShon Brooks","Courtney Lee",1
